Filename,Counter,nanomaterial_composition,nanomaterial_morphology,nanomaterial_size,biological_species,toxic_lc50,nanomaterial_zeta_potential,biofilms_killing_perc,microbe_killing_log,microbe_killing_mic,nanomaterial_surface_area,microbe_killing_mbc
ATC02267,5,ZnO,nanorod,0.000000223,,,,,,,,
ATC02271,0,Ag,nanofiber,0.00000002,Bacillus subtilis,,,,,,,
ATC02271,1,Ag,nanofiber,0.00000055,Bacillus subtilis,,,,,,,
ATC02271,2,Ag,nanofiber,0.00000002,Escherichia coli,,,,,,,
ATC02271,3,Ag,nanofiber,0.00000055,Escherichia coli,,,,,,,
ATC02271,4,Ag,nanoparticle,0.0000000175,Bacillus subtilis,,,,,,,
ATC02271,5,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02271,6,Ag,nanoparticle,0.0000000175,Escherichia coli,,,,,,,
ATC02271,7,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02275,0,C,nanotube,,,,,,,,,
ATC02275,1,C,nanotube,,,,,,,,,
ATC02275,2,C,nanotube,,,,,,,,,
ATC02275,3,C,nanotube,,,,,,,,,
ATC02275,4,C,nanotube,,,,,,,,,
ATC02275,5,C,nanotube,,,,,,,,,
ATC02275,6,C,nanotube,,,,,,,,,
ATC02280,0,C,nanotube,,,,,,,,,
ATC02283,0,Ag,nanoparticle,,,,,,,,,
ATC02283,1,Ag,nanoparticle,,,,,,,,,
ATC02285,0,C,nanotube,0.00000008,,,,,,,,
ATC02285,1,C,nanotube,0.00000011,,,,,,,,
ATC02285,8,ZnO,nanoparticle,,,,,,,,,
ATC02285,9,ZnO,nanoparticle,,,,,,,,,
ATC02287,0,ZnO,nanorod,,Bacillus subtilis,,,,,5.5,,
ATC02287,1,ZnO,nanorod,,Escherichia coli,,,,,7.5,,
ATC02287,2,ZnO,nanorod,,Staphylococcus aureus,,,,,3.5,,
ATC02288,0,Ag,nanosheet,,,,,,,,,
ATC02288,1,Ag,nanosheet,,,,,,,,,
ATC02288,12,Ag,nanosheet,,,,,,,,,
ATC02288,23,Ag,nanosheet,,,,,,,,,
ATC02288,34,Ag,nanosheet,,,,,,,,,
ATC02288,35,Ag,nanoparticle,,,,,,,,,
ATC02288,36,Ag,nanoparticle,,,,,,,,,
ATC02288,37,Ag,nanoparticle,,,,,,,,,
ATC02288,38,Ag,nanoparticle,,,,,,,,,
ATC02288,39,Ag,nanoparticle,,,,,,,,,
ATC02290,0,Ag,nanoparticle,,,,,,,,,
ATC02291,0,C,nanotube,,,,,,,,,
ATC02291,1,C,nanotube,,,,,,,,,
ATC02291,2,C,nanotube,,,,,,,,,
ATC02296,0,Ag,nanoparticle,0.000000004,Danio rerio,,,,,,,
ATC02297,1,TiO2,nanoparticle,,,,,,,,,
ATC02298,0,graphene,nanofiber,,,,,,,,,
ATC02298,1,graphene,nanofiber,,,,,,,,,
ATC02298,2,Ag,nanoparticle,,,,,,,,,
ATC02298,3,Ag,nanoparticle,,,,,,,,,
ATC02298,8,Ag,nanofiber,,,,,,,,,
ATC02298,9,Ag,nanofiber,,,,,,,,,
ATC02299,0,Au,nanoparticle,0.000000032,,,,,,,,
ATC02299,1,Au,nanoparticle,0.000000032,,,,,,,,
ATC02301,0,C,nanotube,,,,,,,,,
ATC02302,1,Au,nanorod,,,,,,,,,
ATC02305,10,MgO,nanorod,,Bacillus subtilis,,,17,,,,
ATC02305,11,MgO,nanorod,,Escherichia coli,,,,,,,
ATC02305,12,MgO,nanorod,,Klebsiella pneumoniae,,,,,,,
ATC02305,13,MgO,nanorod,,Staphylococcus aureus,,,,,,,
ATC02307,0,ZrO2,nanoparticle,0.000000011,,,,,,,,
ATC02309,10,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02309,11,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02310,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02310,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02311,0,ZnO,nanorod,0.0000005,,,,,,,,
ATC02311,1,ZnO,nanorod,0.0000005,,,,,,,,
ATC02311,2,Zn,nanorod,0.0000005,,,,,,,,
ATC02311,3,Zn,nanorod,0.0000005,,,,,,,,
ATC02312,0,Ag,nanoparticle,,,,,,,,,
ATC02312,1,Ag,nanoparticle,0.000000018,,,,,,,,
ATC02312,2,Ag,nanoparticle,,,,,,,,,
ATC02312,3,Ag,nanoparticle,0.000000018,,,,,,,,
ATC02313,0,Ag,nanoparticle,0.000000006,Bacillus subtilis,,,,,,,
ATC02313,1,Ag,nanoparticle,0.000000006,Escherichia coli,,,,,,,
ATC02313,2,Ag,nanoparticle,0.000000006,Pseudomonas aeruginosa,,,,,,,
ATC02313,3,Ag,nanoparticle,0.000000006,Staphylococcus aureus,,,,,,,
ATC02315,1,TiO2,nanoparticle,,Daphnia magna,,,,,,,
ATC02317,0,Ag,nanoparticle,,,,,,,,,
ATC02317,1,Ag,nanoparticle,,,,,,,,,
ATC02317,2,Ag,nanoparticle,,Aeromonas salmonicida,,,,,,,
ATC02317,3,Ag,nanoparticle,,,,,,,,,
ATC02318,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02318,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02318,2,Ag,nanoribbon,,Escherichia coli,,,,,,,
ATC02318,3,Ag,nanoribbon,,Staphylococcus aureus,,,,,,,
ATC02320,0,Fe3O4,nanoparticle,,,,,,,,,
ATC02320,1,Fe3O4,nanoparticle,,,,,,,,,
ATC02321,0,Pt,nanoparticle,,,,,,,,,
ATC02321,1,Pt,nanoparticle,,,,,,,,,
ATC02321,4,Au,nanoparticle,,,,,,,,,
ATC02321,5,Au,nanoparticle,,,,,,,,,
ATC02325,0,Ag,nanowire,,,,,,,,,
ATC02325,1,Ag,nanowire,,,,,,,,,
ATC02325,2,Ag,nanowire,,,,,,,,,
ATC02325,3,Ag,nanowire,,,,,,,,,
ATC02326,0,Ag,nanoparticle,,,,,,,,,
ATC02327,0,Ag,nanoparticle,,Daphnia magna,,,,,,,
ATC02330,0,Mg,nanoparticle,,,,,,,,,
ATC02331,0,SiO2,nanoparticle,,,,,,,,,
ATC02331,1,SiO2,nanoparticle,,,,,,,,,
ATC02337,0,Ag,nanoparticle,0.00000006,,,,,,,,
ATC02338,0,ZnO,nanoparticle,,,,,,,,,
ATC02338,1,ZnO,nanoparticle,,,,,,,,,
ATC02338,2,ZnO,nanoparticle,,,,,,,,,
ATC02339,0,Ag,nanoparticle,0.000000005,Eisenia fetida,,,,,,,
ATC02342,0,Au,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02342,1,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC02344,0,Ag,nanofiber,,,,,,,,,
ATC02344,1,Ag,nanofiber,,,,,,,,,
ATC02344,2,Ag,nanoparticle,,,,,,,,,
ATC02344,3,Ag,nanoparticle,,,,,,,,,
ATC02345,0,Ag,nanoparticle,0.000000018,Pseudomonas aeruginosa,,-0.05,,,,,
ATC02345,1,Ag,nanoparticle,0.000000018,Pseudomonas fluorescens,,-0.05,,,,,
ATC02345,2,Ag,nanoparticle,0.000000018,Pseudomonas putida,,-0.05,,,,,
ATC02346,0,Bi2S3,nanostructure,,,,,,,,,
ATC02347,0,C,nanotube,,,,,,,,,
ATC02347,3,Ag,nanoparticle,,,,,,,,,
ATC02349,0,Ag,nanoparticle,,,,,,,,,
ATC02351,0,ZnO,nanowire,,,,,,,,,
ATC02351,1,ZnO,nanowire,,,,,,,,,
ATC02353,0,TiO2,nanoparticle,,,,,,,,,
ATC02355,2,Ag,nanoparticle,,,,,,,,,
ATC02355,3,Ag,nanoparticle,,,,,,,,,
ATC02355,17,ZnO,nanoparticle,,,,,,,,,
ATC02355,18,ZnO,nanoparticle,0.000000675,,,,,,,,
ATC02355,19,ZnO,nanoparticle,,,,,,,,,
ATC02355,20,ZnO,nanoparticle,0.000000675,,,,,,,,
ATC02355,26,CuO,nanoparticle,0.00000016,,,,,,,,
ATC02355,27,CuO,nanoparticle,,,,,,,,,
ATC02355,28,CuO,nanoparticle,0.00000016,,,,,,,,
ATC02355,29,CuO,nanoparticle,,,,,,,,,
ATC02355,38,Ag,nanoparticle,,,,,,,,,
ATC02355,39,Ag,nanoparticle,,,,,,,,,
ATC02360,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02360,1,Ag,nanoparticle,0.000000083,Escherichia coli,,,,,,,
ATC02360,4,Ag,nanoparticle,0.00000009,Escherichia coli,,,,,,,
ATC02360,5,Ag,nanowire,0.0000001,Escherichia coli,,,,,,,
ATC02360,6,Ag,nanowire,0.000000083,Escherichia coli,,,,,,,
ATC02360,7,Ag,nanowire,0.00000009,Escherichia coli,,,,,,,
ATC02360,8,Ag,nanostructure,0.0000001,Escherichia coli,,,,,,,
ATC02360,9,Ag,nanostructure,0.000000083,Escherichia coli,,,,,,,
ATC02360,10,Ag,nanostructure,0.00000009,Escherichia coli,,,,,,,
ATC02362,0,ZnO,nanoparticle,,,,,,,,,
ATC02362,1,ZnO,nanosphere,,,,,,,,,
ATC02362,2,Zn,nanoparticle,,,,,,,,,
ATC02363,0,Ag,nanoparticle,,,,,,,,,
ATC02363,1,Ag,nanoparticle,,Danio rerio,0.21723,,,,,,
ATC02364,2,Au,nanostar,,,,,,,,,
ATC02365,0,Ag,nanoparticle,0.00000001,,,,,,,,
ATC02366,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02366,1,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC02366,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02368,0,ZnO,nanoparticle,,Danio rerio,,,,,,,
ATC02369,2,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02369,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02370,0,ZnO,nanoparticle,0.000000032,Artemia salina,0.08695,,,,,,
ATC02370,1,ZnO,nanoparticle,0.000000032,Danio rerio,,,,,,,
ATC02373,0,MgO,nanoparticle,,Escherichia coli,,,,,,,
ATC02373,1,MgO,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC02373,2,MgO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02377,0,NiO,nanoparticle,0.000000076,,,,,,,,
ATC02377,1,NiO,nanoparticle,0.000000076,Bacillus subtilis,,,,,,,
ATC02377,2,NiO,nanoparticle,0.000000076,Escherichia coli,,,,,,,
ATC02377,3,NiO,nanoparticle,0.000000076,Klebsiella pneumoniae,,,,,,,
ATC02377,4,NiO,nanoparticle,0.000000076,Staphylococcus aureus,,,,,,,
ATC02383,2,Ti,nanowire,,,,,,,,,
ATC02383,3,Ti,nanowire,,,,,,,,,
ATC02384,0,Ag,nanoparticle,,Caenorhabditis elegans,,,,,,,
ATC02387,0,ZnO,nanoparticle,,,,,,,,,
ATC02387,1,ZnO,nanoparticle,,,,,,,,,
ATC02388,0,Ag,nanoparticle,0.00000006,Daphnia magna,,,,,,,
ATC02388,1,Ag,nanoparticle,0.00000006,Oryzias latipes,,,,,,,
ATC02389,0,Ag,nanoparticle,,,,,,,,,
ATC02391,1,Au,nanorod,,,,,,,,,
ATC02393,0,Ag,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC02393,1,Ag,nanoparticle,0.00000001,Staphylococcus aureus,,,,,,,
ATC02394,0,Ag,nanoparticle,,,,,,,,,
ATC02395,2,ZnSe,dot,,,,,,,,,
ATC02395,3,ZnSe,dot,,,,,,,,,
ATC02396,0,ZnO,nanoparticle,,,,,,,,,
ATC02397,0,Ag,nanoparticle,,,,,,,,,
ATC02400,0,C,nanotube,,,,,,,,,
ATC02401,0,Ag,nanowire,,,,,,,,,
ATC02401,1,Ag,nanowire,,,,,,,,,
ATC02402,0,Al2O3,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02404,0,C,dot,,,,,,,,,
ATC02404,1,C,dot,,Eisenia fetida,,,,,,,
ATC02407,2,CuO,nanoparticle,,,,,,,,,
ATC02407,3,CuO,nanoparticle,,,,,,,,,
ATC02407,5,Cu,nanoparticle,,,,,,,,,
ATC02407,6,Cu,nanoparticle,,,,,,,,,
ATC02407,7,Cu,nanoparticle,,,,,,,,,
ATC02407,11,CuO,nanoparticle,,,,,,,,,
ATC02410,0,ZrO2,nanoparticle,,Danio rerio,,,,,,,
ATC02414,0,MgO,nanoparticle,,,,,,,,,
ATC02414,1,MgO,nanoparticle,,,,,,,,,
ATC02414,2,CuO,nanoparticle,,,,,,,,,
ATC02414,3,CuO,nanoparticle,,,,,,,,,
ATC02414,4,CuxOy,nanoparticle,,Listeria monocytogenes,,,,,1,,
ATC02414,5,CuxOy,nanoparticle,,Escherichia coli,,,,,0.16,,
ATC02415,0,Fe2O3,nanoparticle,0.000000045,,,,,,,,
ATC02415,1,Fe2O3,nanoparticle,0.0000000575,,,,,,,,
ATC02415,2,Fe2O3,nanoparticle,0.0000000575,Vibrio fischeri,,,,,,,
ATC02417,0,Ag,nanoparticle,0.000000045,Bacillus subtilis,,,,,,,
ATC02417,1,Ag,nanoparticle,0.000000045,Zea mays,,,,,,,
ATC02417,2,Ag,nanoparticle,0.000000045,Escherichia coli,,,,,,,
ATC02418,0,TiO2,nanoparticle,,Porcellio scaber,,,,,,,
ATC02419,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02419,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02424,0,Au,nanoparticle,,,,,,,,,
ATC02424,1,Au,nanoparticle,,,,,,,,,
ATC02425,0,Ag,nanoparticle,,,,,,,,,
ATC02428,0,Ti,nanotube,,,,,,,,,
ATC02428,1,Ti,nanotube,,,,,,,,,
ATC02428,6,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC02428,7,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02429,4,ZnO,nanostructure,,,,,,,,,
ATC02429,5,ZnO,nanostructure,,,,,,,,,
ATC02429,6,ZnO,nanostructure,,,,,,,,,
ATC02429,7,ZnO,nanostructure,,,,,,,,,
ATC02432,0,TiO2,nanoparticle,0.0000006,Daphnia magna,,,,,,,
ATC02434,0,Ag,nanoparticle,0.00000012,,,,,,,,
ATC02435,0,Ag,nanoparticle,,,,,,,,,
ATC02435,1,Ag,nanoparticle,,,,,,,,,
ATC02437,0,Ag,nanoparticle,,Danio rerio,,,,,,,
ATC02438,0,C,nanotube,,Danio rerio,,,,,,,
ATC02439,0,Au,nanoparticle,0.000000013,Staphylococcus aureus,,,,,,,
ATC02439,1,Au,nanoparticle,0.000000013,,,,,,,,
ATC02440,0,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02440,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02440,2,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC02440,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02441,0,Cu,nanoparticle,,,,,,,,,
ATC02441,2,CuO,nanoparticle,,,,,,,,,
ATC02442,0,Ag,nanoparticle,0.00000002,Escherichia coli,,,,,,,
ATC02442,1,Ag,nanoparticle,0.00000002,Propionibacterium acnes,,,,,,,
ATC02442,2,Ag,nanoparticle,0.00000002,Pseudomonas aeruginosa,,,,,,,
ATC02442,3,Ag,nanoparticle,0.00000002,Staphylococcus aureus,,,,,,,
ATC02443,0,Ag,nanoparticle,0.00000002,,,,,,,,
ATC02443,1,Ag,nanoparticle,0.00000002,,,,,,,,
ATC02445,0,Ag,nanoparticle,0.000000007,Chlorella vulgaris,,0.026,,,,,
ATC02445,1,Ag,nanoparticle,,Chlorella vulgaris,,0.026,,,,,
ATC02445,2,Ag,nanoparticle,0.000000007,,,0.026,,,,,
ATC02445,3,Ag,nanoparticle,,,,0.026,,,,,
ATC02445,4,Ag,nanoparticle,0.000000007,,,0.026,,,,,
ATC02445,5,Ag,nanoparticle,,,,0.026,,,,,
ATC02447,0,Ag,nanoparticle,0.000000025,Escherichia coli,,,,,,,
ATC02447,1,Ag,nanoparticle,0.000000025,Pseudomonas aeruginosa,,,,,,,
ATC02447,2,Ag,nanoparticle,0.000000025,Vibrio parahaemolyticus,,,,,,,
ATC02447,3,Ag,nanoparticle,0.000000025,Bacillus cereus,,,,,,,
ATC02447,4,Ag,nanoparticle,0.000000025,Bacillus subtilis,,,,,,,
ATC02447,5,Ag,nanoparticle,0.000000025,Candida albicans,,,,,,,
ATC02447,6,Ag,nanoparticle,0.000000025,Candida tropicalis,,,,,,,
ATC02447,7,Ag,nanoparticle,0.000000025,Staphylococcus aureus,,,,,,,
ATC02447,8,Ag,nanoparticle,0.000000025,Salmonella enterica,,,,,,,
ATC02448,0,ZnO,nanorod,,,,,,,,,
ATC02448,1,ZnO,nanorod,,,,,,,,,
ATC02448,2,ZnO,nanorod,,,,,,,,,
ATC02451,0,C,nanotube,,,,,,,,,
ATC02451,3,Au,nanoparticle,0.000000024,,,,,,,,
ATC02453,0,ZnO,nanoparticle,,,,,,,,,
ATC02455,0,FexOy,nanoparticle,0.0000001,,,,,,,,
ATC02455,1,FexOy,nanoparticle,0.0000001,,,,,,,,
ATC02455,2,FexOy,nanoparticle,0.0000001,,,,,,,,
ATC02455,3,FexOy,nanoparticle,0.0000001,Bacillus subtilis,,,,,,,
ATC02455,4,FexOy,nanoparticle,0.0000001,Escherichia coli,,,,,,,
ATC02455,5,FexOy,nanoparticle,0.0000001,Pseudomonas aeruginosa,,,,,,,
ATC02455,6,FexOy,nanoparticle,0.0000001,Staphylococcus aureus,,,,,,,
ATC02456,2,Y2O3,nanoparticle,0.000000038,Daphnia magna,,,,,,,
ATC02457,0,CdSe,dot,,,,,,,,,
ATC02458,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02458,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02459,0,MoS2,nanosheet,,,,,,,,,
ATC02460,2,Ag,nanoparticle,,Klebsiella pneumoniae,,,,,,,
ATC02460,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02461,0,C,nanotube,0.00000007,,,,,,,,
ATC02463,3,SiO2,nanoparticle,0.0000002,,,,,,,,
ATC02463,4,SiO2,nanoparticle,0.0000002,,,,,,,,
ATC02463,5,SiO2,nanoparticle,0.00000013,,,,,,,,
ATC02464,0,Ag,nanoparticle,,,,,,,,,
ATC02464,1,Ag,nanoparticle,0.000000027,,,,,,,,
ATC02464,2,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02464,3,Ag,nanoparticle,0.000000027,Bacillus subtilis,,,,,,,
ATC02464,4,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02464,5,Ag,nanoparticle,0.000000027,Escherichia coli,,,,,,,
ATC02465,0,Ag,nanoparticle,,,,,,,,,
ATC02466,0,Zn,nanoparticle,0.000000025,,,,,,,,
ATC02466,1,Zn,nanoparticle,0.000000025,,,,,,,,
ATC02466,2,ZnO,nanoparticle,0.000000025,Escherichia coli,,,,,0.015,,
ATC02466,3,ZnO,nanoparticle,0.000000025,Klebsiella pneumoniae,,,,,0.005,,
ATC02466,4,ZnO,nanoparticle,0.000000025,Staphylococcus aureus,,,,,0.015,,
ATC02466,5,ZnO,nanoparticle,0.000000025,,,,,,,,
ATC02466,6,ZnO,nanoparticle,0.000000025,Salmonella typhimurium,,,,,0.015,,
ATC02466,12,Zn,nanoparticle,0.000000025,,,,,,,,
ATC02466,13,Zn,nanoparticle,0.000000025,,,,,,,,
ATC02466,14,Zn,nanoparticle,0.000000025,,,,,,,,
ATC02468,0,Ag,nanoparticle,,,,,,,,,
ATC02472,0,Fe3O4,nanoparticle,,,,,,,,,
ATC02472,1,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,0,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,1,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,2,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,3,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,4,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,5,Fe3O4,nanoparticle,,,,,,,,,
ATC02473,6,Fe3O4,nanoparticle,,,,,,,,,
ATC02476,2,Ag,nanowire,0.000000082,,,,,,,,
ATC02476,3,Ag,nanowire,0.000000082,,,,,,,,
ATC02480,0,Ag,nanofiber,0.0000001,Escherichia coli,,,,,,,
ATC02480,1,Ag,nanofiber,0.0000001,Staphylococcus aureus,,,,,,,
ATC02480,2,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02480,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02481,0,CeO2,nanoparticle,,,,,,,,,
ATC02481,1,CeO2,nanoparticle,,,,,,,,,
ATC02481,2,CeO2,nanostructure,,,,,,,,,
ATC02481,3,CeO2,nanostructure,,,,,,,,,
ATC02482,0,Ag,nanofiber,,,,,,,,,
ATC02482,1,Ag,nanofiber,,,,,,,,,
ATC02486,0,Au,nanorod,,Staphylococcus aureus,,,,,,,
ATC02494,1,MgO,nanoparticle,0.0000004,Escherichia coli,,,,,,,
ATC02494,2,MgO,nanoparticle,0.0000004,Staphylococcus aureus,,,,,,,
ATC02497,0,Ag,nanoparticle,,,,,,,,,
ATC02497,1,Au,nanoparticle,,,,,,,,,
ATC02498,0,C,nanotube,,,,,,,,,
ATC02499,0,graphene,nanosheet,,,,,,,,,
ATC02500,2,ZnO,nanoparticle,0.000000065,Danio rerio,,,,,,,
ATC02503,2,TiO2,nanotube,,,,,,,,,
ATC02505,0,La2O3,nanoparticle,0.000000069,,,,,,,,
ATC02505,1,La2O3,nanoparticle,0.000000069,,,,,,,,
ATC02505,2,La2O3,nanoparticle,0.000000069,,,,,,,,
ATC02505,3,La2O3,nanoparticle,0.000000069,,,,,,,,
ATC02508,0,Ag,nanoparticle,,Daphnia magna,,,,,,,
ATC02509,0,Pt,nanoparticle,0.000000002,,,,,,,,
ATC02509,1,Pt,nanoparticle,0.000000002,,,,,,,,
ATC02509,4,Pt,nanoparticle,0.000000002,,,,,,,,
ATC02509,8,Ag,nanoparticle,0.000000002,,,,,,,,
ATC02509,9,Ag,nanoparticle,0.000000002,,,,,,,,
ATC02509,10,Ag,nanoparticle,0.000000002,,,,,,,,
ATC02510,0,Ag,nanoparticle,,Eisenia fetida,,,,,,,
ATC02516,0,ZnO,nanostructure,0.000000025,Bacillus subtilis,,,,,,,
ATC02516,1,ZnO,nanostructure,0.000000025,,,,,,,,
ATC02516,2,ZnO,nanostructure,0.000000025,,,,,,,,
ATC02516,6,ZnO,nanorod,,Bacillus subtilis,,,,,,,
ATC02516,7,ZnO,nanorod,,,,,,,,,
ATC02516,8,ZnO,nanorod,,,,,,,,,
ATC02517,3,TiO2,nanotube,,,,,,,,200,
ATC02518,0,ZnO,nanorod,0.00000008,Escherichia coli,,,,,,,
ATC02518,1,ZnO,nanorod,0.00000008,Pseudomonas aeruginosa,,,,,,,
ATC02518,2,ZnO,nanorod,0.00000008,Staphylococcus aureus,,,,,,,
ATC02519,0,TiO2,nanoparticle,,,,,,,,,
ATC02521,0,C,nanotube,,,,,,,,,
ATC02524,0,Ag,nanoparticle,0.00000002,,,,,,,,
ATC02526,0,C,nanotube,,,,,,,,,
ATC02526,1,C,nanotube,,,,,,,,,
ATC02527,0,Zn,nanoparticle,,,,,,,,,
ATC02527,1,Zn,nanoparticle,,,,,,,,,
ATC02527,2,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02527,3,ZnO,nanoparticle,,,,,,,,,
ATC02527,4,ZnO,nanostructure,,,,-0.0423,,,,,
ATC02527,5,ZnO,nanostructure,,Escherichia coli,,,,,,,
ATC02527,6,ZnO,nanostructure,,Staphylococcus aureus,,,,,,,
ATC02527,7,ZnO,nanostructure,,,,,,,,,
ATC02527,8,Zn,nanoparticle,,,,,,,,,
ATC02527,9,Zn,nanoparticle,,,,,,,,,
ATC02527,14,ZnO,nanoparticle,,,,,,,,,
ATC02527,15,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC02528,0,ZnO,nanoparticle,,Escherichia coli,,,54,,0.2,,0.2
ATC02528,1,ZnO,nanoparticle,,Staphylococcus aureus,,,52,,0.2,,0.2
ATC02529,0,C,nanotube,,,,,,,,,
ATC02529,1,C,nanotube,,,,,,,,,
ATC02531,0,Ag,nanowire,,,,,,,,,
ATC02531,1,Ag,nanowire,,,,,,,,,
ATC02532,0,ZnO,nanoparticle,,,,,,,,,
ATC02532,1,TiO2,nanoparticle,,,,,,,,,
ATC02534,0,Ag,nanostructure,,Escherichia coli,,,,,,,
ATC02534,1,Ag,nanostructure,,Bacillus subtilis,,,,,,,
ATC02534,2,Ag,nanostructure,,Staphylococcus aureus,,,,,,,
ATC02534,3,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC02534,4,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC02534,5,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02536,6,SiO2,nanosphere,,,,,,,,,
ATC02536,7,SiO2,nanosphere,,,,,,,,,
ATC02538,0,Ag2O,nanoparticle,0.000000038,Bacillus subtilis,,,,,,,
ATC02538,1,Ag2O,nanoparticle,0.000000038,Bacillus subtilis,,,,,,,
ATC02538,2,Ag2O,nanoparticle,0.000000038,Pseudomonas aeruginosa,,,,,,,
ATC02538,3,Ag2O,nanoparticle,0.000000038,Pseudomonas aeruginosa,,,,,,,
ATC02538,4,Ag2O,nanoparticle,0.000000038,Escherichia coli,,,,,,,
ATC02538,5,Ag2O,nanoparticle,0.000000038,Escherichia coli,,,,,,,
ATC02538,6,Ag2O,nanoparticle,0.000000038,Staphylococcus aureus,,,,,,,
ATC02538,7,Ag2O,nanoparticle,0.000000038,Staphylococcus aureus,,,,,,,
ATC02539,0,Zn,nanoparticle,,Daphnia magna,,,,,,,
ATC02539,1,ZnO,nanoparticle,,Daphnia magna,,,,,,,
ATC02540,0,ZnO,nanoparticle,,Daphnia pulex,,,,,,,
ATC02545,2,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC02545,3,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC02546,0,TiO2,nanoparticle,,Caspian trout,,,,,,,
ATC02547,2,Ag,nanosphere,0.00000014,,,,,,,,
ATC02547,3,Ag,nanosphere,0.00000001,,,,,,,,
ATC02547,8,Ag,nanosphere,0.00000014,,,,,,,,
ATC02547,9,Ag,nanosphere,0.00000001,,,,,,,,
ATC02547,10,Ag,nanosphere,0.00000014,,,,,,,,
ATC02547,11,Ag,nanosphere,0.00000001,,,,,,,,
ATC02552,1,Ag,nanoparticle,,,,,,,,,
ATC02552,2,Ag2S,nanoparticle,,,,,,,,,
ATC02552,3,CuO,nanoparticle,,,,,,,,,
ATC02556,0,ZnO,nanowire,,,,,,,,,
ATC02557,5,Ag,nanoparticle,,,,,,,,,
ATC02557,6,Ag,nanoparticle,,,,,,,,,
ATC02557,7,Ag,nanoparticle,,,,,,,,,
ATC02557,8,Ag,nanoparticle,,,,,,,,,
ATC02557,9,Ag,nanoparticle,,,,,,,,,
ATC02558,0,TiO2,nanoparticle,,,,,,,,,
ATC02558,1,TiO2,nanoparticle,,,,,,,,,
ATC02561,0,Se,nanowire,,Ceriodaphnia cornuta,0.08199,,,,,,
ATC02561,1,Se,nanowire,,,,,,,,,
ATC02565,1,Ag,nanoparticle,,,,,,,,,
ATC02565,4,TiO2,nanotube,,,,,,,,,
ATC02566,0,FexOy,nanoparticle,,,,,,,,,
ATC02566,1,FexOy,nanoparticle,,,,,,,,,
ATC02566,2,FexOy,nanoparticle,,,,,,,,,
ATC02566,3,FexOy,nanoparticle,,,,,,,,,
ATC02568,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
