,article_doi,Publication Year
ATC003556,doi:10.1016/j.jfluchem.2016.11.014,2017
ATC003557,doi:10.1016/j.ijbiomac.2018.06.019,2018
ATC003558,doi:10.1016/j.cap.2023.09.003,2023
ATC003559,doi:10.1016/j.chemosphere.2017.05.060,2017
ATC003560,doi:10.1016/j.carbpol.2022.119522,2022
ATC003561,doi:10.1016/j.biortech.2023.129176,2023
ATC003562,doi:10.1016/j.cbpc.2011.08.008,2012
ATC003563,doi:10.1016/j.ijpharm.2004.01.033,2004
ATC003564,doi:10.1016/j.chemosphere.2011.02.003,2011
ATC003565,doi:10.1016/j.watres.2012.10.054,2013
ATC003566,doi:10.1016/j.jiec.2016.10.013,2017
ATC003567,doi:10.1016/j.bios.2010.12.017,2011
ATC003568,doi:10.1016/j.aquatox.2014.10.014,2015
ATC003569,doi:10.1016/j.colsurfa.2021.127167,2021
ATC003570,doi:10.1016/j.arabjc.2016.02.017,2019
ATC003571,doi:10.1016/j.ijporl.2017.06.005,2017
ATC003572,doi:10.1016/j.ecoenv.2013.07.001,2013
ATC003573,doi:10.1016/j.carbpol.2022.119471,2022
ATC003574,doi:10.1016/j.cej.2023.144514,2023
ATC003575,doi:10.1016/j.bios.2009.12.028,2010
ATC003576,doi:10.1016/j.nanoen.2020.104825,2020
ATC003577,doi:10.1016/j.scitotenv.2019.03.493,2019
ATC003578,doi:10.1016/j.aquatox.2016.08.007,2016
ATC003579,doi:10.1016/j.ijfoodmicro.2015.03.019,2015
ATC003580,doi:10.1016/S0732-8893(03)00120-2,2003
ATC003581,doi:10.1016/j.ijfoodmicro.2017.03.018,2017
ATC003582,doi:10.1016/j.ijbiomac.2023.128837,2024
ATC003583,doi:10.1016/j.chemosphere.2021.130202,2021
ATC003584,doi:10.1016/j.aca.2012.12.015,2013
ATC003585,doi:10.1016/j.colsurfb.2017.07.009,2017
ATC003586,doi:10.1016/j.jallcom.2016.12.139,2017
ATC003587,doi:10.1016/j.apsusc.2014.05.192,2014
ATC003588,doi:10.1016/j.jpba.2019.112970,2020
ATC003589,doi:10.1016/j.lfs.2017.06.017,2017
ATC003590,doi:10.1016/j.saa.2015.06.081,2015
ATC003591,doi:10.1016/j.msec.2020.111343,2020
ATC003592,doi:10.1016/j.scitotenv.2018.08.066,2019
ATC003593,doi:10.1016/j.carbpol.2021.118646,2021
ATC003594,doi:10.1016/j.msec.2019.01.101,2019
ATC003595,doi:10.1016/j.colsurfb.2010.05.013,2010
ATC003596,doi:10.1016/j.jece.2021.105514,2021
ATC003597,doi:10.1016/j.eng.2023.06.012,2024
ATC003598,doi:10.1016/j.eti.2021.101607,2021
ATC003599,doi:10.1016/j.ejsobi.2018.05.002,2018
ATC003600,doi:10.1016/j.ijbiomac.2019.08.234,2019
ATC003601,doi:10.1016/j.jwpe.2023.104384,2023
ATC003602,doi:10.1016/j.memsci.2015.10.055,2016
ATC003603,doi:10.1016/j.scitotenv.2020.138453,2020
ATC003604,doi:10.1016/j.mtsust.2023.100648,2024
ATC003605,doi:10.1016/j.mex.2019.03.019,2019
ATC003606,doi:10.1016/j.matlet.2010.06.061,2010
ATC003607,doi:10.1016/j.seppur.2015.06.024,2015
ATC003608,doi:10.1016/j.aquatox.2013.09.015,2013
ATC003609,doi:10.1016/j.matchemphys.2022.126453,2022
ATC003610,doi:10.1016/j.postharvbio.2018.01.014,2018
ATC003611,doi:10.1016/j.microc.2023.109588,2024
ATC003612,doi:10.1016/j.ecolind.2017.10.065,2018
ATC003613,doi:10.1016/j.apsusc.2018.07.069,2018
ATC003614,doi:10.1016/j.fpsl.2022.100972,2022
ATC003615,doi:10.1016/j.msec.2020.110791,2020
ATC003616,doi:10.1016/j.colsurfb.2016.02.036,2016
ATC003617,doi:10.1016/j.ejps.2023.106683,2024
ATC003618,doi:10.1016/j.matlet.2016.08.120,2016
ATC003619,doi:10.1016/j.msec.2013.09.034,2014
ATC003620,doi:10.1016/j.ceramint.2015.08.149,2016
ATC003621,doi:10.1016/j.clay.2008.11.003,2009
ATC003622,doi:10.1016/j.jics.2022.100777,2022
ATC003623,doi:10.1016/j.ijpharm.2022.121820,2022
ATC003624,doi:10.1016/j.mseb.2023.116962,2024
ATC003625,doi:10.1016/j.jece.2023.111513,2023
ATC003626,doi:10.1016/j.jallcom.2023.172849,2024
ATC003627,doi:10.1016/j.seppur.2024.127025,2024
ATC003628,doi:10.1016/j.snb.2019.126885,2019
ATC003629,doi:10.1016/j.foodhyd.2021.107063,2021
ATC003630,doi:10.1016/j.bcab.2023.102828,2023
ATC003631,doi:10.1016/j.inoche.2020.108345,2021
ATC003632,doi:10.1016/j.microc.2018.06.001,2018
ATC003633,doi:10.1016/j.inoche.2021.108940,2021
ATC003634,doi:10.1016/j.radphyschem.2015.08.012,2015
ATC003635,doi:10.1016/j.colsurfb.2015.03.010,2015
ATC003636,doi:10.1016/j.biopha.2024.116311,2024
ATC003637,doi:10.1016/j.jksus.2020.08.009,2020
ATC003638,doi:10.1016/j.envres.2023.115426,2023
ATC003639,doi:10.1016/j.jplph.2015.06.009,2015
ATC003640,doi:10.1016/j.fuel.2021.121585,2021
ATC003641,doi:10.1016/j.molstruc.2020.129265,2021
ATC003642,doi:10.1016/j.jphotobiol.2012.03.003,2012
ATC003643,doi:10.1016/j.jlumin.2019.04.014,2019
ATC003644,doi:10.1016/j.chemosphere.2016.03.065,2016
ATC003645,doi:10.1016/j.bios.2017.05.010,2017
ATC003646,doi:10.1016/j.jphotochem.2017.08.054,2017
ATC003647,doi:10.1016/j.optmat.2020.110652,2021
ATC003648,doi:10.1016/j.jhazmat.2011.12.075,2012
ATC003649,doi:10.1016/j.ijbiomac.2015.01.008,2015
ATC003650,doi:10.1016/j.polymer.2013.05.005,2013
ATC003651,doi:10.1016/j.seppur.2017.09.071,2018
ATC003652,doi:10.1016/j.matchemphys.2021.125423,2022
ATC003653,doi:10.1016/j.ceramint.2015.10.031,2016
ATC003654,doi:10.1016/j.ijbiomac.2016.03.039,2016
ATC003655,doi:10.1016/j.aca.2022.340591,2023
ATC003656,doi:10.1016/j.ijbiomac.2023.124670,2023
ATC003657,doi:10.1016/j.jcis.2019.03.052,2019
ATC003658,doi:10.1016/j.sajb.2024.02.041,2024
ATC003659,doi:10.1016/j.cbpc.2023.109808,2024
ATC003660,doi:10.1016/j.ijfoodmicro.2014.01.004,2014
ATC003661,doi:10.1016/j.jece.2019.103587,2020
ATC003662,doi:10.1016/j.pce.2016.10.012,2017
ATC003663,doi:10.1016/j.bios.2013.05.053,2013
ATC003664,doi:10.1016/j.molstruc.2016.07.087,2017
ATC003665,doi:10.1016/j.rineng.2023.101567,2023
ATC003666,doi:10.1016/j.jddst.2022.103092,2022
ATC003667,doi:10.1016/j.saa.2019.117716,2020
ATC003668,doi:10.1016/j.jconrel.2021.01.024,2021
ATC003669,doi:10.1016/j.buildenv.2014.09.014,2014
ATC003670,doi:10.1016/j.scitotenv.2019.01.067,2019
ATC003671,doi:10.1016/j.molstruc.2019.127578,2020
ATC003672,doi:10.1016/j.fuel.2022.127240,2023
ATC003673,doi:10.1016/j.colsurfb.2013.02.031,2013
ATC003674,doi:10.1016/j.colsurfa.2024.133957,2024
ATC003675,doi:10.1016/j.colsurfb.2019.110704,2020
ATC003676,doi:10.1016/j.seppur.2020.118133,2021
ATC003677,doi:10.1016/j.theriogenology.2020.01.007,2020
ATC003678,doi:10.1016/j.jece.2018.06.003,2018
ATC003679,doi:10.1016/j.aquatox.2023.106458,2023
ATC003680,doi:10.1016/j.colsurfb.2019.110757,2020
ATC003681,doi:10.1016/j.colcom.2018.08.002,2018
ATC003682,doi:10.1016/j.ijbiomac.2018.05.210,2018
ATC003683,doi:10.1016/j.arabjc.2021.103652,2022
ATC003684,doi:10.1016/j.aquatox.2015.03.020,2015
ATC003685,doi:10.1016/j.inoche.2023.111599,2023
ATC003686,doi:10.1016/j.polymertesting.2021.107412,2021
ATC003687,doi:10.1016/j.jiec.2023.07.020,2023
ATC003688,doi:10.1016/j.ijbiomac.2023.123877,2023
ATC003689,doi:10.1016/j.indcrop.2022.115515,2022
ATC003690,doi:10.1016/j.chemosphere.2021.131720,2022
ATC003691,doi:10.1016/j.cej.2017.07.112,2017
ATC003692,doi:10.1016/j.carbpol.2017.12.051,2018
ATC003693,doi:10.1016/j.biochi.2009.10.010,2010
ATC003694,doi:10.1016/j.watres.2019.115229,2020
ATC003695,doi:10.1016/j.jece.2020.103992,2020
ATC003696,doi:10.1016/j.micpath.2020.104467,2020
ATC003697,doi:10.1016/j.surfcoat.2020.126714,2021
ATC003698,doi:10.1016/j.aca.2019.10.022,2020
ATC003699,doi:10.1016/j.foodchem.2023.135539,2023
ATC003700,doi:10.1016/j.porgcoat.2018.02.030,2018
ATC003701,doi:10.1016/j.fpsl.2023.101142,2023
ATC003702,doi:10.1016/j.apcata.2015.11.036,2016
ATC003703,doi:10.1016/j.apcatb.2016.05.049,2016
ATC003704,doi:10.1016/j.matlet.2013.11.028,2014
ATC003705,doi:10.1016/j.foodchem.2021.130201,2021
ATC003706,doi:10.1016/j.molstruc.2021.131790,2022
ATC003707,doi:10.1016/j.msec.2015.06.044,2015
ATC003708,doi:10.1016/j.foodchem.2023.138202,2024
ATC003709,doi:10.1016/j.scitotenv.2022.158649,2023
ATC003710,doi:10.1016/j.ijbiomac.2022.03.174,2022
ATC003711,doi:10.1016/j.saa.2012.03.002,2012
ATC003712,doi:10.1016/j.envpol.2024.123529,2024
ATC003713,doi:10.1016/j.ijbiomac.2021.07.072,2021
ATC003714,doi:10.1016/j.lwt.2023.114772,2023
ATC003715,doi:10.1016/j.cej.2019.122990,2020
ATC003716,doi:10.1016/j.colsurfb.2007.05.007,2007
ATC003717,doi:10.3168/jds.2019-17538,2020
ATC003718,doi:10.1016/j.ijbiomac.2022.12.020,2023
ATC003719,doi:10.1016/j.dyepig.2021.109653,2021
ATC003720,doi:10.1016/j.msec.2021.111998,2021
ATC003721,doi:10.1016/j.jcis.2017.03.050,2017
ATC003722,doi:10.1016/j.porgcoat.2016.12.007,2017
ATC003723,doi:10.1016/j.scitotenv.2022.157490,2022
ATC003724,doi:10.1016/j.eurpolymj.2020.109821,2020
ATC003725,doi:10.1016/j.carbpol.2020.116489,2020
ATC003726,doi:10.1016/j.ijbiomac.2023.128719,2024
ATC003727,doi:10.1016/j.carbpol.2019.115671,2020
ATC003728,doi:10.1016/j.carbpol.2022.120486,2023
ATC003729,doi:10.1016/j.ijbiomac.2022.11.100,2022
ATC003730,doi:10.1016/j.molstruc.2019.02.106,2019
ATC003731,doi:10.1016/j.jinorgbio.2020.111306,2021
ATC003732,doi:10.1016/j.cej.2021.128984,2021
ATC003733,doi:10.1016/j.jcis.2023.02.046,2023
ATC003734,doi:10.1016/j.molstruc.2024.137766,2024
ATC003735,doi:10.1016/j.jphotochem.2023.115140,2024
ATC003736,doi:10.1016/j.ecoenv.2019.109545,2019
ATC003737,doi:10.1016/j.snb.2017.12.110,2018
ATC003738,doi:10.1016/j.mtcomm.2022.103877,2022
ATC003739,doi:10.1016/j.ijpharm.2013.05.037,2013
ATC003740,doi:10.1016/j.foodchem.2024.139464,2024
ATC003741,doi:10.1016/j.compositesa.2023.107897,2024
ATC003742,doi:10.1016/j.colsurfb.2018.07.028,2018
ATC003743,doi:10.1016/j.carbpol.2017.09.082,2018
ATC003744,doi:10.1016/j.colsurfa.2011.01.037,2011
ATC003745,doi:10.1016/j.cej.2021.132270,2022
ATC003746,doi:10.1016/j.ijbiomac.2021.04.150,2021
ATC003747,doi:10.1016/j.apcata.2023.119199,2023
ATC003748,doi:10.1016/j.lwt.2023.114918,2023
ATC003749,doi:10.1016/j.apsusc.2018.09.184,2019
ATC003750,doi:10.1016/j.bioelechem.2021.107887,2021
ATC003751,doi:10.1016/j.colsurfa.2021.126571,2021
ATC003752,doi:10.1016/j.ijbiomac.2023.123819,2023
ATC003753,doi:10.1016/j.matchemphys.2022.126535,2022
ATC003754,doi:10.1016/j.talanta.2022.123789,2023
ATC003755,doi:10.1016/j.jphotobiol.2016.08.045,2016
ATC003756,doi:10.1016/j.inoche.2023.110589,2023
ATC003757,doi:10.1016/j.colsurfa.2024.133701,2024
ATC003758,doi:10.1016/j.scitotenv.2023.168916,2024
ATC003759,doi:10.1016/j.ijbiomac.2017.06.098,2017
ATC003760,doi:10.1016/j.ijoes.2023.100100,2023
ATC003761,doi:10.1016/j.aquaculture.2022.739171,2023
ATC003762,doi:10.1016/S0140-6736(24)00862-6,2024
ATC003763,doi:10.1016/j.apsusc.2011.02.129,2011
ATC003764,doi:10.1016/j.envres.2021.111962,2022
ATC003765,doi:10.1016/j.bioelechem.2012.10.003,2013
ATC003766,doi:10.1016/j.mtcomm.2023.105475,2023
ATC003767,doi:10.1016/j.jhazmat.2021.127830,2022
ATC003768,doi:10.1016/j.biomaterials.2011.08.020,2011
ATC003769,doi:10.1016/j.cbpc.2023.109715,2023
ATC003770,doi:10.1016/j.carbpol.2013.06.059,2013
ATC003771,doi:10.1016/j.chemosphere.2021.131952,2022
ATC003772,doi:10.1016/j.polymertesting.2021.107307,2021
ATC003773,doi:10.1016/j.jwpe.2024.105546,2024
ATC003774,doi:10.1016/j.foodchem.2023.136201,2023
ATC003775,doi:10.1016/j.heliyon.2020.e03784,2020
ATC003776,doi:10.1016/j.jhazmat.2023.131400,2023
ATC003777,doi:10.1016/j.cej.2009.10.019,2010
ATC003778,doi:10.1016/j.jece.2023.111807,2024
ATC003779,doi:10.1016/j.eurpolymj.2014.02.004,2014
ATC003780,doi:10.1016/j.ecoenv.2022.113475,2022
ATC003781,doi:10.1016/j.jece.2021.106001,2021
ATC003782,doi:10.1016/j.jwpe.2021.102525,2022
ATC003783,doi:10.1016/j.cej.2023.148218,2024
ATC003784,doi:10.1016/j.envres.2024.118729,2024
ATC003785,doi:10.1016/j.colsurfa.2020.126086,2021
ATC003786,doi:10.1016/j.molstruc.2023.136996,2024
ATC003787,doi:10.1016/j.jwpe.2023.103562,2023
ATC003788,doi:10.1016/j.ijbiomac.2023.124635,2023
ATC003789,doi:10.1016/j.jphotochem.2022.114107,2022
ATC003790,doi:10.1016/j.mtcomm.2020.101372,2020
ATC003791,doi:10.1016/j.jhazmat.2021.126779,2022
ATC003792,doi:10.1016/j.chemosphere.2009.06.025,2009
ATC003793,doi:10.1016/j.molliq.2017.11.143,2018
ATC003794,doi:10.1016/j.carbpol.2011.07.028,2012
ATC003795,doi:10.1016/j.scitotenv.2024.172413,2024
ATC003796,doi:10.1016/j.scitotenv.2023.165017,2023
ATC003797,doi:10.1016/j.indcrop.2013.01.018,2013
ATC003798,doi:10.1016/j.seppur.2019.116195,2020
ATC003799,doi:10.1016/j.jcis.2018.07.089,2018
ATC003800,doi:10.1016/j.foodchem.2021.129278,2021
ATC003801,doi:10.1016/j.bios.2013.10.055,2014
ATC003802,doi:10.1016/j.eurpolymj.2015.01.035,2015
ATC003803,doi:10.1016/j.jhazmat.2014.09.037,2015
ATC003804,doi:10.1016/j.clay.2011.11.020,2012
ATC003805,doi:10.1016/j.jmb.2006.05.012,2006
ATC003806,doi:10.1016/j.chemosphere.2020.127780,2021
ATC003807,doi:10.1016/j.bioelechem.2011.11.002,2012
ATC003808,doi:10.1016/j.ces.2023.119342,2023
ATC003809,doi:10.1016/j.envint.2019.03.072,2019
ATC003810,doi:10.1016/j.chemosphere.2009.04.010,2009
ATC003811,doi:10.1016/j.reactfunctpolym.2021.104889,2021
ATC003812,doi:10.1016/j.colsurfb.2022.113069,2023
ATC003813,doi:10.1016/j.nanoen.2018.01.033,2018
ATC003814,doi:10.1016/j.diagmicrobio.2020.115093,2020
ATC003815,doi:10.1016/j.jhazmat.2023.131361,2023
ATC003816,doi:10.1016/j.ijbiomac.2023.126737,2023
ATC003817,doi:10.1016/j.ijbiomac.2024.129200,2024
ATC003818,doi:10.1016/j.apcatb.2022.121798,2022
ATC003819,doi:10.1016/j.mimet.2018.11.015,2019
ATC003820,doi:10.1016/j.apsusc.2015.07.064,2015
ATC003821,doi:10.1016/j.actbio.2023.05.029,2023
ATC003822,doi:10.1016/j.ijbiomac.2024.129662,2024
ATC003823,doi:10.1016/j.jics.2022.100441,2022
ATC003824,doi:10.1016/j.envres.2022.114683,2023
ATC003825,doi:10.1016/j.apsusc.2011.05.125,2011
ATC003826,doi:10.1016/j.jviromet.2006.09.017,2007
ATC003827,doi:10.1016/j.ijbiomac.2023.128949,2024
ATC003828,doi:10.1016/j.molliq.2017.04.084,2017
ATC003829,doi:10.1016/j.msec.2014.10.069,2015
ATC003830,doi:10.1016/j.msec.2021.112594,2022
ATC003831,doi:10.1016/j.virusres.2022.198896,2022
ATC003832,doi:10.1016/j.cej.2024.152759,2024
ATC003833,doi:10.1016/j.envpol.2019.02.103,2019
ATC003834,doi:10.1016/j.jddst.2018.12.003,2019
ATC003835,doi:10.1016/j.jcis.2022.09.018,2023
ATC003836,doi:10.1016/j.biomaterials.2020.120621,2021
ATC003837,doi:10.1016/j.envres.2023.115532,2023
ATC003838,doi:10.1016/j.apsusc.2020.145818,2020
ATC003839,doi:10.1016/j.jhazmat.2020.123621,2021
ATC003840,doi:10.1016/j.jenvman.2018.01.033,2018
ATC003841,doi:10.1016/j.ecoenv.2014.11.017,2015
ATC003842,doi:10.1016/j.saa.2014.07.045,2015
ATC003843,doi:10.1016/j.jchromb.2011.03.014,2011
ATC003844,doi:10.1016/j.diamond.2023.110511,2023
ATC003845,doi:10.1016/j.matchemphys.2024.129410,2024
ATC003846,doi:10.1016/j.scitotenv.2021.152285,2022
ATC003847,doi:10.1016/j.jphotochem.2024.115540,2024
ATC003848,doi:10.1016/j.micromeso.2008.11.028,2009
ATC003849,doi:10.1016/j.inoche.2024.112173,2024
ATC003850,doi:10.1016/j.scitotenv.2013.07.035,2014
ATC003851,doi:10.1016/j.watres.2016.09.025,2016
ATC003852,doi:10.1016/j.jorganchem.2019.120914,2019
ATC003853,doi:10.1016/j.saa.2020.118872,2021
ATC003854,doi:10.1016/j.actbio.2018.08.038,2018
ATC003855,doi:10.1016/j.saa.2014.02.058,2014
ATC003856,doi:10.1016/j.matchemphys.2019.122053,2020
ATC003857,doi:10.1016/j.jece.2020.103930,2020
ATC003858,doi:10.1016/j.ejpb.2009.02.006,2009
ATC003859,doi:10.1016/j.colsurfb.2022.112913,2022
ATC003860,doi:10.1016/j.apsusc.2020.145962,2020
ATC003861,doi:10.1016/j.memsci.2020.118733,2021
ATC003862,doi:10.1016/j.dyepig.2022.110588,2022
ATC003863,doi:10.1016/j.matlet.2023.135064,2023
ATC003864,doi:10.1016/j.msec.2016.07.036,2016
ATC003865,doi:10.1016/S2666-5247(23)00260-4,2024
ATC003866,doi:10.1016/j.surfcoat.2018.05.070,2018
ATC003867,doi:10.1016/j.jneumeth.2011.06.020,2011
ATC003868,doi:10.1016/j.carbpol.2017.10.011,2018
ATC003869,doi:10.1016/j.jcis.2021.10.131,2022
ATC003870,doi:10.1016/j.watres.2008.02.021,2008
ATC003871,doi:10.1016/j.ijpharm.2023.122967,2023
ATC003872,doi:10.1016/j.envpol.2018.04.066,2018
ATC003873,doi:10.1016/j.mtsust.2023.100552,2023
ATC003874,doi:10.1016/j.colsurfb.2012.05.006,2012
ATC003875,doi:10.1016/j.molstruc.2023.135652,2023
ATC003876,doi:10.1016/j.porgcoat.2023.108208,2024
ATC003877,doi:10.1016/j.seppur.2021.120295,2022
ATC003878,doi:10.1016/j.carbpol.2019.115213,2019
ATC003879,doi:10.1016/j.snb.2021.129918,2021
ATC003880,doi:10.1016/j.nano.2016.02.005,2016
ATC003881,doi:10.1016/j.matlet.2015.03.092,2015
ATC003882,doi:10.1016/j.chemosphere.2021.131740,2022
ATC003883,doi:10.1016/j.apcatb.2021.120500,2021
ATC003884,doi:10.1016/j.scitotenv.2018.02.313,2018
ATC003885,doi:10.1016/j.envpol.2016.08.015,2016
ATC003886,doi:10.1016/j.cej.2017.11.057,2018
ATC003887,doi:10.1016/j.indcrop.2021.114102,2021
ATC003888,doi:10.1016/j.arabjc.2023.104563,2023
ATC003889,doi:10.1016/j.talanta.2011.02.052,2011
ATC003890,doi:10.1016/j.foodchem.2023.137144,2024
ATC003891,doi:10.1016/j.biortech.2018.06.083,2018
ATC003892,doi:10.1016/j.cej.2023.143546,2023
ATC003893,doi:10.1016/j.bcab.2024.103086,2024
ATC003894,doi:10.1016/j.porgcoat.2017.09.013,2018
ATC003895,doi:10.1016/j.cbi.2021.109680,2021
ATC003896,doi:10.1016/j.actbio.2018.08.037,2018
ATC003897,doi:10.1016/j.msec.2018.10.080,2019
ATC003898,doi:10.1016/j.electacta.2016.05.103,2016
ATC003899,doi:10.1016/j.ecoenv.2012.07.010,2012
ATC003900,doi:10.1016/j.jphotobiol.2020.112010,2020
ATC003901,doi:10.1016/j.carbpol.2013.02.077,2013
ATC003902,doi:10.1016/S0925-4773(00)00344-0,2000
ATC003903,doi:10.1016/j.mtcomm.2023.107731,2024
ATC003904,doi:10.1016/j.plaphy.2021.02.002,2021
ATC003905,doi:10.1016/j.synthmet.2022.117055,2022
ATC003906,doi:10.1016/j.jcis.2019.09.091,2020
ATC003907,doi:10.1016/j.aca.2021.338827,2021
ATC003908,doi:10.1016/j.jhazmat.2020.122423,2020
ATC003909,doi:10.1016/j.matlet.2017.02.084,2017
ATC003910,doi:10.1016/j.carbpol.2018.08.013,2018
ATC003911,doi:10.1016/j.talanta.2021.123165,2022
ATC003912,doi:10.1016/j.molstruc.2024.138559,2024
ATC003913,doi:10.1016/j.jallcom.2021.160717,2021
ATC003914,doi:10.1016/j.algal.2018.02.013,2018
ATC003915,doi:10.1016/j.jelechem.2015.09.008,2016
ATC003916,doi:10.1016/j.ijbiomac.2020.02.284,2020
ATC003917,doi:10.1016/j.jclepro.2024.141008,2024
ATC003918,doi:10.1016/j.colsurfb.2019.05.014,2019
ATC003919,doi:10.1016/j.jphotochem.2020.112794,2020
ATC003920,doi:10.1016/j.bios.2013.11.016,2014
ATC003921,doi:10.1016/j.saa.2012.11.075,2013
ATC003922,doi:10.1016/j.carbpol.2022.119861,2022
ATC003923,doi:10.1016/j.aquatox.2012.08.009,2012
ATC003924,doi:10.1016/j.talanta.2015.09.063,2016
ATC003925,doi:10.1016/j.jddst.2021.102821,2021
ATC003926,doi:10.1016/j.ijoes.2024.100659,2024
ATC003927,doi:10.1016/j.ijpharm.2013.06.067,2013
ATC003928,doi:10.1016/j.colsurfb.2019.110371,2019
ATC003929,doi:10.1016/j.nantod.2022.101591,2022
ATC003930,doi:10.1016/j.carbpol.2014.08.046,2015
ATC003931,doi:10.1016/j.ica.2024.121959,2024
ATC003932,doi:10.1016/j.micpath.2017.03.048,2017
ATC003933,doi:10.1016/j.colsurfb.2022.112414,2022
ATC003934,doi:10.1016/j.molliq.2018.02.111,2018
ATC003935,doi:10.1016/j.jwpe.2024.105196,2024
ATC003936,doi:10.1016/j.eti.2021.101720,2021
ATC003937,doi:10.1016/j.scitotenv.2020.137501,2020
ATC003938,doi:10.1016/j.diagmicrobio.2005.12.002,2006
ATC003939,doi:10.1016/j.molstruc.2021.130266,2021
ATC003940,doi:10.1016/j.apsusc.2013.11.158,2014
ATC003941,doi:10.1016/j.molstruc.2021.130066,2021
ATC003942,doi:10.1016/j.apsusc.2013.11.166,2014
ATC003943,doi:10.1016/j.chemosphere.2010.12.069,2011
ATC003944,doi:10.1016/j.matlet.2023.134180,2023
ATC003945,doi:10.1016/j.jhazmat.2022.128724,2022
ATC003946,doi:10.1016/j.ceramint.2023.12.332,2024
ATC003947,doi:10.1016/j.molstruc.2023.136012,2023
ATC003948,doi:10.1016/j.cej.2023.145589,2023
ATC003949,doi:10.1016/j.pmpp.2009.10.005,2009
ATC003950,doi:10.1016/j.jece.2023.110408,2023
ATC003951,doi:10.1016/j.jiec.2023.01.015,2023
ATC003952,doi:10.1016/j.cej.2022.138087,2022
ATC003953,doi:10.1016/j.ijpharm.2018.06.005,2018
ATC003954,doi:10.1016/j.msec.2012.12.019,2013
ATC003955,doi:10.1016/j.scitotenv.2020.141692,2021
ATC003956,doi:10.1016/j.cej.2023.142127,2023
ATC003957,doi:10.1016/j.msec.2019.109899,2019
ATC003958,doi:10.1016/j.colsurfb.2022.112840,2022
ATC003959,doi:10.1016/j.msec.2020.110921,2020
ATC003960,doi:10.1016/j.jff.2023.105448,2023
ATC003961,doi:10.1016/j.actbio.2021.10.008,2022
ATC003962,doi:10.1016/j.colsurfb.2022.112804,2022
ATC003963,doi:10.1016/j.jics.2021.100155,2021
ATC003964,doi:10.1016/j.bios.2022.114414,2022
ATC003965,doi:10.1016/j.micpath.2020.104178,2020
ATC003966,doi:10.1016/j.cej.2023.147804,2024
ATC003967,doi:10.1016/j.mtbio.2021.100148,2021
ATC003968,doi:10.1016/j.chemosphere.2021.132717,2022
ATC003969,doi:10.1016/j.colsurfb.2021.111999,2021
ATC003970,doi:10.1016/j.mtcomm.2020.101981,2021
ATC003971,doi:10.1016/j.envpol.2021.116556,2021
ATC003972,doi:10.1016/j.jphotobiol.2017.03.027,2017
ATC003973,doi:10.1016/j.polar.2019.08.003,2019
ATC003974,doi:10.1016/j.matlet.2021.131184,2022
ATC003975,doi:10.1016/j.enzmictec.2011.06.004,2011
ATC003976,doi:10.1016/j.ejmech.2010.10.030,2011
ATC003977,doi:10.1016/j.envres.2023.117461,2024
ATC003978,doi:10.1016/j.surfin.2024.104490,2024
ATC003979,doi:10.1016/j.psep.2020.10.041,2021
ATC003980,doi:10.1016/j.apsusc.2011.06.027,2011
ATC003981,doi:10.1016/j.bej.2014.03.014,2014
ATC003982,doi:10.1016/j.jddst.2023.104897,2023
ATC003983,doi:10.1016/j.scitotenv.2010.12.024,2011
ATC003984,doi:10.1016/j.ultras.2023.107180,2024
ATC003985,doi:10.1016/j.jclepro.2020.123278,2020
ATC003986,doi:10.1016/j.desal.2022.116107,2022
ATC003987,doi:10.1016/j.matlet.2015.12.134,2016
ATC003988,doi:10.1016/j.clay.2021.106377,2022
ATC003989,doi:10.1016/j.apsusc.2021.150361,2021
ATC003990,doi:10.1016/j.jphotobiol.2019.111706,2020
ATC003991,doi:10.1016/j.enzmictec.2016.11.006,2017
ATC003992,doi:10.1016/j.jpcs.2020.109751,2021
ATC003993,doi:10.1016/j.jphotobiol.2016.01.002,2016
ATC003994,doi:10.1016/j.colsurfa.2013.08.076,2014
ATC003995,doi:10.1016/j.ijbiomac.2017.06.009,2017
ATC003996,doi:10.1016/j.inoche.2023.111797,2024
ATC003997,doi:10.1016/j.scitotenv.2016.06.157,2016
ATC003998,doi:10.1016/j.colsurfb.2023.113463,2023
ATC003999,doi:10.1016/j.pep.2014.12.001,2015
ATC004000,doi:10.1016/j.theochem.2005.05.038,2006
ATC004001,doi:10.1016/j.colsurfa.2023.131575,2023
ATC004002,doi:10.1016/j.scp.2022.100732,2022
ATC004003,doi:10.1016/j.fpsl.2024.101236,2024
ATC004004,doi:10.1016/j.cej.2022.137545,2022
ATC004005,doi:10.1016/j.jddst.2022.103147,2022
ATC004006,doi:10.1016/j.jmbbm.2020.104084,2020
ATC004007,doi:10.1016/j.scitotenv.2021.146224,2021
ATC004008,doi:10.1016/j.apsusc.2024.159353,2024
ATC004009,doi:10.1016/j.ijbiomac.2024.132267,2024
ATC004010,doi:10.1016/j.ijbiomac.2017.10.185,2018
ATC004011,doi:10.1016/j.jhazmat.2023.132208,2023
ATC004012,doi:10.1016/j.jphotobiol.2018.07.030,2018
ATC004013,doi:10.1016/j.arabjc.2022.104167,2022
ATC004014,doi:10.1016/j.carbpol.2017.03.012,2017
ATC004015,doi:10.1016/j.seppur.2020.117585,2021
ATC004016,doi:10.1016/j.foodhyd.2014.04.040,2014
